"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Proportion of confirmed, probable and suspected Ebola cases that are from the last 7 days",Proportion of suspected Ebola deaths that are from the last 21 days,Number of confirmed Ebola cases in the last 7 days,Number of probable Ebola deaths in the last 21 days,Cumulative number of suspected Ebola deaths,"Number of confirmed, probable and suspected Ebola deaths in the last 21 days",Proportion of probable Ebola cases that are from the last 7 days,Number of suspected Ebola cases in the last 21 days,Proportion of probable Ebola deaths that are from the last 21 days,"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Cumulative number of confirmed Ebola cases,Proportion of suspected Ebola cases that are from the last 21 days,Cumulative number of suspected Ebola cases,Number of confirmed Ebola cases in the last 21 days,Case fatality rate (CFR) of suspected Ebola cases,Cumulative number of confirmed Ebola deaths,Proportion of probable Ebola cases that are from the last 21 days,Number of confirmed Ebola deaths in the last 21 days,Proportion of confirmed Ebola cases that are from the last 7 days,"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days","Cumulative number of confirmed, probable and suspected Ebola deaths","Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days",Proportion of suspected Ebola cases that are from the last 7 days,"Number of confirmed, probable and suspected Ebola cases in the last 7 days",Cumulative number of probable Ebola cases,Number of probable Ebola cases in the last 21 days,Number of suspected Ebola cases in the last 7 days,Proportion of confirmed Ebola deaths that are from the last 21 days,Cumulative number of probable Ebola deaths,Case fatality rate (CFR) of confirmed Ebola cases,Proportion of confirmed Ebola cases that are from the last 21 days,"Cumulative number of confirmed, probable and suspected Ebola cases",Case fatality rate (CFR) of probable Ebola cases,Number of probable Ebola cases in the last 7 days,Number of suspected Ebola deaths in the last 21 days,Country,Date,UID
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,13-02-2015,United States of America2015-02-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,12-02-2015,United Kingdom2015-02-12
0,0,0,0,0,0,0,0,0,0,0,2685,0,16,0,0,1651,0,0,0,0,2018,0,0,0,367,0,0,0,367,0,0,3068,0,0,0,Guinea,12-02-2015,Guinea2015-02-12
0,0,0,0,0,0,0,0,0,0,0,3146,0,3862,0,0,3826,0,0,0,0,3826,0,0,0,1873,0,0,0,0,0,0,8881,0,0,0,Liberia,12-02-2015,Liberia2015-02-12
0,0,0,0,0,158,0,0,0,0,0,8138,0,2529,0,0,2984,0,0,0,0,3350,0,0,0,287,0,0,0,208,0,0,10954,0,0,0,Sierra Leone,12-02-2015,Sierra Leone2015-02-12
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,12-02-2015,Mali2015-02-12
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,12-02-2015,Nigeria2015-02-12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,12-02-2015,Senegal2015-02-12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,12-02-2015,Spain2015-02-12
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,12-02-2015,United States of America2015-02-12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,11-02-2015,United Kingdom2015-02-11
134,0,0,0,0,0,0,0,0,0,0,2674,0,18,134,0,1643,0,0,0,0,1995,0,0,0,352,0,0,0,352,0,0,3044,0,0,0,Guinea,11-02-2015,Guinea2015-02-11
221,0,0,0,0,158,0,0,0,0,0,8135,0,2512,221,0,2975,0,0,0,0,3341,0,0,0,287,0,0,0,208,0,0,10934,0,0,0,Sierra Leone,11-02-2015,Sierra Leone2015-02-11
12,0,0,0,0,0,0,0,0,0,0,3146,0,3862,12,0,3826,0,0,0,0,3826,0,0,0,1873,0,0,0,0,0,0,8881,0,0,0,Liberia,11-02-2015,Liberia2015-02-11
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,11-02-2015,Mali2015-02-11
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,11-02-2015,Nigeria2015-02-11
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,11-02-2015,Senegal2015-02-11
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,11-02-2015,Spain2015-02-11
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,11-02-2015,United States of America2015-02-11
0,0,0,0,0,0,0,0,0,0,0,2674,0,18,0,0,1643,0,0,0,0,1995,0,0,0,352,0,0,0,352,0,0,3044,0,0,0,Guinea,10-02-2015,Guinea2015-02-10
0,0,0,0,0,0,0,0,0,0,0,3146,0,3862,0,0,3826,0,0,0,0,3826,0,0,0,1873,0,0,0,0,0,0,8881,0,0,0,Liberia,10-02-2015,Liberia2015-02-10
0,0,0,0,0,158,0,0,0,0,0,8135,0,2512,0,0,2975,0,0,0,0,3341,0,0,0,287,0,0,0,208,0,0,10934,0,0,0,Sierra Leone,10-02-2015,Sierra Leone2015-02-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,10-02-2015,United Kingdom2015-02-10
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,10-02-2015,Mali2015-02-10
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,10-02-2015,Nigeria2015-02-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,10-02-2015,Senegal2015-02-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,10-02-2015,Spain2015-02-10
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,10-02-2015,United States of America2015-02-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,06-02-2015,United Kingdom2015-02-06
0,0,0,0,0,0,0,0,0,0,0,2628,0,11,0,0,1608,0,0,0,0,1957,0,0,0,349,0,0,0,349,0,0,2988,0,0,0,Guinea,06-02-2015,Guinea2015-02-06
0,0,0,0,0,0,0,0,0,0,0,3143,0,3732,0,0,0,0,0,0,0,3746,0,0,0,1870,0,0,0,0,0,0,8745,0,0,0,Liberia,06-02-2015,Liberia2015-02-06
0,0,0,0,0,158,0,0,0,0,0,8084,0,2421,0,0,2935,0,0,0,0,3301,0,0,0,287,0,0,0,208,0,0,10792,0,0,0,Sierra Leone,06-02-2015,Sierra Leone2015-02-06
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,06-02-2015,Mali2015-02-06
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,06-02-2015,Nigeria2015-02-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,06-02-2015,Senegal2015-02-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,06-02-2015,Spain2015-02-06
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,06-02-2015,United States of America2015-02-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,05-02-2015,United Kingdom2015-02-05
0,0,0,0,0,0,0,0,0,0,0,2621,0,18,0,0,1600,0,0,0,0,1947,0,0,0,347,0,0,0,347,0,0,2986,0,0,0,Guinea,05-02-2015,Guinea2015-02-05
0,0,0,0,0,0,0,0,0,0,0,3143,0,3732,0,0,0,0,0,0,0,3746,0,0,0,1870,0,0,0,0,0,0,8745,0,0,0,Liberia,05-02-2015,Liberia2015-02-05
0,0,0,0,0,158,0,0,0,0,0,8063,0,2406,0,0,2920,0,0,0,0,3286,0,0,0,287,0,0,0,208,0,0,10756,0,0,0,Sierra Leone,05-02-2015,Sierra Leone2015-02-05
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,05-02-2015,Mali2015-02-05
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,05-02-2015,Nigeria2015-02-05
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,05-02-2015,Senegal2015-02-05
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,05-02-2015,Spain2015-02-05
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,05-02-2015,United States of America2015-02-05
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,04-02-2015,United Kingdom2015-02-04
89,0,0,0,0,0,0,0,0,0,0,2608,0,20,89,0,1597,0,0,0,0,1944,0,0,0,347,0,0,0,347,0,0,2975,0,0,0,Guinea,04-02-2015,Guinea2015-02-04
17,0,0,0,0,0,0,0,0,0,0,3143,0,3732,17,0,0,0,0,0,0,3746,0,0,0,1870,0,0,0,0,0,0,8745,0,0,0,Liberia,04-02-2015,Liberia2015-02-04
262,0,0,0,0,158,0,0,0,0,0,8059,0,2394,262,0,2910,0,0,0,0,3276,0,0,0,287,0,0,0,208,0,0,10740,0,0,0,Sierra Leone,04-02-2015,Sierra Leone2015-02-04
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,04-02-2015,Mali2015-02-04
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,04-02-2015,Nigeria2015-02-04
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,04-02-2015,Senegal2015-02-04
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,04-02-2015,Spain2015-02-04
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,04-02-2015,United States of America2015-02-04
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,03-02-2015,United Kingdom2015-02-03
0,0,0,0,0,0,0,0,0,0,0,2608,0,20,0,0,1597,0,0,0,0,1944,0,0,0,347,0,0,0,347,0,0,2975,0,0,0,Guinea,03-02-2015,Guinea2015-02-03
0,0,0,0,0,0,0,0,0,0,0,3143,0,3717,0,0,0,0,0,0,0,3739,0,0,0,1869,0,0,0,0,0,0,8729,0,0,0,Liberia,03-02-2015,Liberia2015-02-03
0,0,0,0,0,158,0,0,0,0,0,8059,0,2394,0,0,2910,0,0,0,0,3276,0,0,0,287,0,0,0,208,0,0,10740,0,0,0,Sierra Leone,03-02-2015,Sierra Leone2015-02-03
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,03-02-2015,Mali2015-02-03
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,03-02-2015,Nigeria2015-02-03
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,03-02-2015,Senegal2015-02-03
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,03-02-2015,Spain2015-02-03
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,03-02-2015,United States of America2015-02-03
0,0,0,0,0,0,0,0,0,0,0,2593,0,24,0,0,1595,0,0,0,0,1937,0,0,0,342,0,0,0,342,0,0,2959,0,0,0,Guinea,02-02-2015,Guinea2015-02-02
0,0,0,0,0,0,0,0,0,0,0,3138,0,3666,0,0,0,0,0,0,0,3710,0,0,0,1864,0,0,0,0,0,0,8668,0,0,0,Liberia,02-02-2015,Liberia2015-02-02
0,0,0,0,0,158,0,0,0,0,0,8042,0,2378,0,0,2908,0,0,0,0,3274,0,0,0,287,0,0,0,208,0,0,10707,0,0,0,Sierra Leone,02-02-2015,Sierra Leone2015-02-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,02-02-2015,United Kingdom2015-02-02
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,02-02-2015,Mali2015-02-02
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,02-02-2015,Nigeria2015-02-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,02-02-2015,Senegal2015-02-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,02-02-2015,Spain2015-02-02
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,02-02-2015,United States of America2015-02-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,30-01-2015,United Kingdom2015-01-30
0,0,0,0,0,0,0,0,0,0,0,2575,0,13,0,0,1581,0,0,0,0,1913,0,0,0,332,0,0,0,332,0,0,2920,0,0,0,Guinea,30-01-2015,Guinea2015-01-30
0,0,0,0,0,0,0,0,0,0,0,3138,0,3641,0,0,0,0,0,0,0,3700,0,0,0,1864,0,0,0,0,0,0,8643,0,0,0,Liberia,30-01-2015,Liberia2015-01-30
0,0,0,0,0,158,0,0,0,0,0,7989,0,2285,0,0,2850,0,0,0,0,3216,0,0,0,287,0,0,0,208,0,0,10561,0,0,0,Sierra Leone,30-01-2015,Sierra Leone2015-01-30
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,30-01-2015,Mali2015-01-30
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,30-01-2015,Nigeria2015-01-30
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,30-01-2015,Senegal2015-01-30
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,30-01-2015,Spain2015-01-30
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,30-01-2015,United States of America2015-01-30
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,29-01-2015,United Kingdom2015-01-29
0,0,0,0,0,0,0,0,0,0,0,2571,0,18,0,0,1579,0,0,0,0,1911,0,0,0,332,0,0,0,332,0,0,2921,0,0,0,Guinea,29-01-2015,Guinea2015-01-29
0,0,0,0,0,0,0,0,0,0,0,3138,0,3641,0,0,0,0,0,0,0,3700,0,0,0,1864,0,0,0,0,0,0,8643,0,0,0,Liberia,29-01-2015,Liberia2015-01-29
0,0,0,0,0,158,0,0,0,0,0,7977,0,2273,0,0,2841,0,0,0,0,3207,0,0,0,287,0,0,0,208,0,0,10537,0,0,0,Sierra Leone,29-01-2015,Sierra Leone2015-01-29
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,29-01-2015,Mali2015-01-29
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,29-01-2015,Nigeria2015-01-29
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,29-01-2015,Senegal2015-01-29
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,29-01-2015,Spain2015-01-29
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,29-01-2015,United States of America2015-01-29
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,28-01-2015,United Kingdom2015-01-28
366,0,0,0,0,158,0,0,0,0,0,7968,0,2263,366,0,2833,0,0,0,0,3199,0,0,0,287,0,0,0,208,0,0,10518,0,0,0,Sierra Leone,28-01-2015,Sierra Leone2015-01-28
20,0,0,0,0,0,0,0,0,0,0,3138,0,3620,20,0,0,0,0,0,0,3686,0,0,0,1864,0,0,0,0,0,0,8622,0,0,0,Liberia,28-01-2015,Liberia2015-01-28
92,0,0,0,0,0,0,0,0,0,0,2569,0,16,92,0,1578,0,0,0,0,1910,0,0,0,332,0,0,0,332,0,0,2917,0,0,0,Guinea,28-01-2015,Guinea2015-01-28
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,28-01-2015,Mali2015-01-28
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,28-01-2015,Nigeria2015-01-28
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,28-01-2015,Senegal2015-01-28
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,28-01-2015,Spain2015-01-28
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,28-01-2015,United States of America2015-01-28
0,0,0,0,0,0,0,0,0,0,0,2569,0,16,0,0,1578,0,0,0,0,1910,0,0,0,332,0,0,0,332,0,0,2917,0,0,0,Guinea,27-01-2015,Guinea2015-01-27
0,0,0,0,0,0,0,0,0,0,0,3138,0,3620,0,0,0,0,0,0,0,3686,0,0,0,1864,0,0,0,0,0,0,8622,0,0,0,Liberia,27-01-2015,Liberia2015-01-27
0,0,0,0,0,158,0,0,0,0,0,7968,0,2263,0,0,2833,0,0,0,0,3199,0,0,0,287,0,0,0,208,0,0,10518,0,0,0,Sierra Leone,27-01-2015,Sierra Leone2015-01-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,27-01-2015,United Kingdom2015-01-27
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,27-01-2015,Mali2015-01-27
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,27-01-2015,Nigeria2015-01-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,27-01-2015,Senegal2015-01-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,27-01-2015,Spain2015-01-27
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,27-01-2015,United States of America2015-01-27
0,0,0,0,0,0,0,0,0,0,0,2559,0,18,0,0,1574,0,0,0,0,1906,0,0,0,332,0,0,0,332,0,0,2909,0,0,0,Guinea,26-01-2015,Guinea2015-01-26
0,0,0,0,0,0,0,0,0,0,0,3136,0,3534,0,0,0,0,0,0,0,3636,0,0,0,1854,0,0,0,0,0,0,8524,0,0,0,Liberia,26-01-2015,Liberia2015-01-26
0,0,0,0,0,158,0,0,0,0,0,7963,0,2241,0,0,2829,0,0,0,0,3195,0,0,0,287,0,0,0,208,0,0,10491,0,0,0,Sierra Leone,26-01-2015,Sierra Leone2015-01-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,26-01-2015,United Kingdom2015-01-26
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,26-01-2015,Mali2015-01-26
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,26-01-2015,Nigeria2015-01-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,26-01-2015,Senegal2015-01-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,26-01-2015,Spain2015-01-26
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,26-01-2015,United States of America2015-01-26
0,0,0,0,0,0,0,0,0,0,0,2545,0,9,0,0,1561,0,0,0,0,1880,0,0,0,319,0,0,0,319,0,0,2873,0,0,0,Guinea,23-01-2015,Guinea2015-01-23
0,0,0,0,0,0,0,0,0,0,0,3136,0,3534,0,0,0,0,0,0,0,3636,0,0,0,1854,0,0,0,0,0,0,8524,0,0,0,Liberia,23-01-2015,Liberia2015-01-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,23-01-2015,United Kingdom2015-01-23
0,0,0,0,0,158,0,0,0,0,0,7921,0,2192,0,0,2793,0,0,0,0,3159,0,0,0,287,0,0,0,208,0,0,10400,0,0,0,Sierra Leone,23-01-2015,Sierra Leone2015-01-23
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,23-01-2015,Mali2015-01-23
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,23-01-2015,Nigeria2015-01-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,23-01-2015,Senegal2015-01-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,23-01-2015,Spain2015-01-23
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,23-01-2015,United States of America2015-01-23
0,0,0,0,0,0,0,0,0,0,0,2542,0,12,0,0,1560,0,0,0,0,1879,0,0,0,319,0,0,0,319,0,0,2873,0,0,0,Guinea,22-01-2015,Guinea2015-01-22
0,0,0,0,0,0,0,0,0,0,0,3136,0,3534,0,0,0,0,0,0,0,3636,0,0,0,1854,0,0,0,0,0,0,8524,0,0,0,Liberia,22-01-2015,Liberia2015-01-22
0,0,0,0,0,158,0,0,0,0,0,7909,0,2166,0,0,2787,0,0,0,0,3153,0,0,0,287,0,0,0,208,0,0,10362,0,0,0,Sierra Leone,22-01-2015,Sierra Leone2015-01-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,22-01-2015,United Kingdom2015-01-22
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,22-01-2015,Mali2015-01-22
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,22-01-2015,Nigeria2015-01-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,22-01-2015,Senegal2015-01-22
